open,high,low,close,volume,trade_count,vwap
102846.896,102846.896,102846.896,102846.896,0.0,0.0,102846.896
102917.55,102917.55,102917.55,102917.55,0.0,0.0,102917.55
102863.55,102863.55,102801.235,102801.235,0.0,0.0,102832.3925
102776.204,102776.204,102776.204,102776.204,0.0,0.0,102776.204
102705.7745,102726.01,102705.7745,102726.01,0.0,0.0,102715.89225
102735.95,102735.95,102729.516,102729.516,0.0,0.0,102732.733
102680.445,102680.445,102680.445,102680.445,0.0,0.0,102680.445
102656.775,102656.775,102656.775,102656.775,0.0,0.0,102656.775
102631.85,102631.85,102631.85,102631.85,0.0,0.0,102631.85
102685.9675,102685.9675,102685.9675,102685.9675,0.0,0.0,102685.9675
102719.65,102801.445,102719.65,102801.445,0.0,0.0,102760.5475
102832.615,102832.615,102778.475,102778.475,0.0,0.0,102805.545
102850.1895,102901.4565,102850.1895,102901.4565,0.0,0.0,102875.823
102843.6475,102881.4285,102843.6475,102881.4285,0.0,0.0,102862.538
102831.9395,102831.9395,102831.9395,102831.9395,0.0,0.0,102831.9395
102770.36,102770.36,102736.1155,102736.1155,0.0,0.0,102753.23775
102672.2935,102721.13,102672.2935,102721.13,0.0,0.0,102696.71175
102655.065,102655.065,102655.065,102655.065,0.0,0.0,102655.065
102728.4965,102728.4965,102728.4965,102728.4965,0.0,0.0,102728.4965
102660.381,102753.928,102660.381,102753.928,0.0,0.0,102707.1545
102823.73,102823.73,102823.73,102823.73,0.0,0.0,102823.73
102870.4,102941.42,102870.4,102941.42,0.0,0.0,102905.91
102868.5765,102868.5765,102868.5765,102868.5765,0.0,0.0,102868.5765
102816.9545,102816.9545,102816.9545,102816.9545,0.0,0.0,102816.9545
102806.82,102808.32,102806.82,102808.32,0.0,0.0,102807.57
102850.95,102850.95,102850.95,102850.95,0.0,0.0,102850.95
102905.13,102905.13,102905.13,102905.13,0.0,0.0,102905.13
102955.7675,102955.7675,102955.7675,102955.7675,0.0,0.0,102955.7675
103010.0,103010.0,103010.0,103010.0,0.0,0.0,103010.0
102929.885,102995.74,102929.885,102953.725,0.000755789,1.0,102995.74
102998.075,102998.075,102998.075,102998.075,0.0,0.0,102998.075
102996.9,102996.9,102932.14,102932.14,0.0,0.0,102964.52
102885.4485,102885.4485,102837.712,102837.712,0.0,0.0,102861.58025
102810.74,102810.74,102810.74,102810.74,0.0,0.0,102810.74
102882.9165,102882.9165,102882.9165,102882.9165,0.0,0.0,102882.9165
102815.033,102815.033,102720.1,102720.1,0.0,0.0,102767.5665
102663.249,102756.885,102663.249,102756.885,0.0,0.0,102710.067
102729.9075,102729.9075,102729.9075,102729.9075,0.0,0.0,102729.9075
102755.55,102755.55,102755.55,102755.55,0.0,0.0,102755.55
102802.2,102802.2,102802.2,102802.2,0.0,0.0,102802.2
102734.285,102734.285,102734.285,102734.285,0.0,0.0,102734.285
102809.97,102809.97,102675.241,102724.5175,0.033030708,2.0,102803.8547071262
102739.4615,102739.4615,102739.4615,102739.4615,0.0,0.0,102739.4615
102696.75,102696.75,102696.75,102696.75,0.0,0.0,102696.75
102780.625,102835.9495,102780.625,102835.9495,0.0,0.0,102808.28725
102786.632,102786.632,102734.8,102734.8,0.0,0.0,102760.716
102784.163,102784.163,102784.163,102784.163,0.0,0.0,102784.163
102723.65,102723.65,102723.65,102723.65,0.0,0.0,102723.65
102793.895,102793.895,102793.895,102793.895,0.0,0.0,102793.895
102850.02,102850.02,102793.895,102819.62,0.00037843,1.0,102850.02
102775.83,102775.83,102775.83,102775.83,0.0,0.0,102775.83
102726.5,102780.755,102726.5,102780.755,0.0013,1.0,102726.5
102826.92,102876.6105,102826.92,102876.6105,0.0,0.0,102851.76525
102808.0395,102808.0395,102808.0395,102808.0395,0.0,0.0,102808.0395
102877.4765,102877.4765,102877.4765,102877.4765,0.0,0.0,102877.4765
102931.957,102931.957,102862.555,102862.555,0.0,0.0,102897.256
102853.75,102853.75,102775.975,102775.975,0.0,0.0,102814.8625
102838.28,102838.28,102838.28,102838.28,0.0,0.0,102838.28
102789.4275,102789.4275,102789.4275,102789.4275,0.0,0.0,102789.4275
102824.535,102824.535,102824.535,102824.535,0.0,0.0,102824.535
102850.9,102850.9,102850.9,102850.9,0.0,0.0,102850.9
102781.298,102781.298,102781.298,102781.298,0.0,0.0,102781.298
102730.512,102730.512,102730.512,102730.512,0.0,0.0,102730.512
102733.4885,102733.4885,102733.4885,102733.4885,0.0,0.0,102733.4885
102716.2,102734.5,102694.4,102707.252,0.0,0.0,102714.45
102663.972,102663.972,102663.972,102663.972,0.0,0.0,102663.972
102616.88,102616.88,102616.88,102616.88,0.0,0.0,102616.88
102546.0,102618.5525,102546.0,102618.5525,0.0,0.0,102582.27625
102579.926,102579.926,102389.705,102439.875,0.0,0.0,102484.8155
102513.2835,102513.2835,102513.2835,102513.2835,0.0,0.0,102513.2835
102554.4705,102554.4705,102554.4705,102554.4705,0.0,0.0,102554.4705
102564.89,102564.89,102564.89,102564.89,0.0,0.0,102564.89
102580.35,102580.35,102580.35,102580.35,0.0,0.0,102580.35
102659.8015,102659.8015,102659.8015,102659.8015,0.0,0.0,102659.8015
102715.2,102715.2,102715.2,102715.2,0.0,0.0,102715.2
102733.937,102800.801,102733.937,102800.801,0.0,0.0,102767.369
102752.5125,102752.5125,102699.445,102699.445,0.0,0.0,102725.97875
102624.084,102624.084,102616.37,102616.37,0.0,0.0,102620.227
102700.411,102700.411,102700.411,102700.411,0.0,0.0,102700.411
102625.882,102702.1835,102625.882,102702.1835,0.003058867,1.0,102625.882
102685.345,102738.4,102685.345,102689.29,0.037884149,1.0,102738.4
102634.3695,102634.3695,102634.3695,102634.3695,0.0,0.0,102634.3695
102631.0,102631.0,102631.0,102631.0,0.0,0.0,102631.0
102686.9,102686.9,102617.16,102617.16,0.0,0.0,102652.03
102576.0045,102576.0045,102576.0045,102576.0045,0.0,0.0,102576.0045
102638.34,102653.225,102638.34,102653.225,0.0,0.0,102645.7825
102719.562,102719.562,102668.617,102668.617,0.0,0.0,102694.0895
102637.5,102637.5,102637.5,102637.5,0.0,0.0,102637.5
102669.2355,102669.2355,102669.2355,102669.2355,0.0,0.0,102669.2355
102731.647,102731.647,102731.647,102731.647,0.0,0.0,102731.647
102708.2595,102781.05,102708.2595,102781.05,0.0,0.0,102744.65475
102821.0805,102891.85,102821.0805,102891.85,0.0,0.0,102856.46525
102917.3915,102917.3915,102916.9,102916.9,0.0,0.0,102917.14575
102972.075,102972.075,102972.075,102972.075,0.0,0.0,102972.075
102944.2365,102944.2365,102944.2365,102944.2365,0.0,0.0,102944.2365
102852.192,102852.192,102852.192,102852.192,0.0,0.0,102852.192
102921.286,102921.286,102921.286,102921.286,0.0,0.0,102921.286
102895.429,102895.429,102895.429,102895.429,0.0,0.0,102895.429
102939.91,102939.91,102939.91,102939.91,0.0,0.0,102939.91
102910.6755,102910.6755,102910.6755,102910.6755,0.0,0.0,102910.6755
102999.768,103102.3,102999.768,103043.0,4e-05,1.0,103102.3
103070.9,103070.9,103070.9,103070.9,0.0,0.0,103070.9
103141.2,103196.0185,103070.9,103154.5335,0.003990895,2.0,103128.969308288
103101.946,103184.822,103101.946,103111.31,0.002829018,1.0,103184.822
103056.476,103121.7985,103056.476,103121.7985,0.0010374,1.0,103056.476
